"date","councilmember","budget","traffic","public transit","utilities-light","utilities-heat","utilities-water","utilities-electric","civil unrest","civil rights","parks","labor","housing","homelessness","political-legislation","political-city council","political-mayor","political-general","crime","police-general","police-controversy","police-political","public safety","public health","public services","covid-general","covid-vaccines","covid-masks","infrastructure","business","real estate","welfare-unemployment","welfare-food","economics","environmental","sports"
2023-06-06,"Nelson",0,0.61499482462165,1.99913659787243,0,0,0,0,0,0,2.06931504454168,0,0,0,0.09510082072991,0.37620266402438,0,0,0.77338521267401,0,0.0176417311012,0,1.19936568130139,1.7182602042786,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-05,"Morales",0,0,0,0,0,0,0,0.0564268149565099,1.92282777261463,0,0,0.0260103994838701,0,0.97893766890641,0.42772283039948,0,0.08756216329433,0.87641534046499,0.13865091913797,0.69852073341254,0.65493279122127,0,0.5794047483581,0.28416392507283,0,0,0,0,0,0,0,0,0,0,0
2023-05-31,"Mosqueda",0,0,0,0,0.1353685238182,0,0.02698223723432,0,0,0,1.52340886063868,1.11410953895369,0.42151610910009,0.36369243286888,0,0,0,0,0,0,0,0,0,0,0.79223592132389,0.43428737632328,0.93001545363376,0,0,0.34541932926406,0,0,0,0,0
2023-05-31,"Pedersen",0,2.00086989168846,2.16897787449462,0.42953856499142,0.47340110798584,0.5551734810443,0.73006828443235,0,0,0.0618484839234399,0,0,0,0,0,0,0.8258727879373,0,0,0,0,0,0,0,0,0,0,2.908188550196,0.86910255415808,0,0,0,0.3337968978309,1.00467685755742,0
2023-05-23,"Strauss",0,0,0,0.56532249221118,2.03744257822229,0.39970261416565,0.65257267877758,0,0,0,0,0.1932698871084,0,0.21792934325385,0,0,0,0,0,0,0,0,0,0.14869057964298,0,0,0,0,0,0,0,0,0,1.00387577634615,0
2023-05-16,"Kshama",0.67028529443515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30235835162356,0,0,0,0,0,5.16863308431852
2023-05-09,"Lewis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.13323160487917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,"Lewis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3202955572864,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-02,"Nelson",0,0,0,0,0,0.07240001536016,0,0,0,0,0,0,0,0,0,0.48884258141145,0,0,0.70504077304759,0.300717346781,0.89757182136224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-28,"Morales",0,0,0,0,0,0,0,0,0,0,0,0.75894786103676,0.14031975122992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-28,"Herbold",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793632237713005,0,0,0,0,0,0,0,0,0.42166684874188,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-27,"Nelson",0,1.54795809543484,2.71371426733119,0,0,0,0,0.13661682690723,0,2.41870780115712,0,0,0,0.90459883195034,0.59294806170342,0,0,1.67657826355619,0,0.09679106724821,0,2.040757412434,2.03332800249043,0,0.84916855831386,0.40141958332739,1.11066135305742,0,0.10978919284455,0,0,0,1.16152502713767,0.54761960244189,0.63190105854875
2023-04-27,"Herbold",0,0,0,0,0,0,0,0.23000924766188,0,0,0,0,0,0.23085900016186,0,0.59663349950527,0,0.27568355191621,0.96391243460519,1.01724463337711,0.88510883646075,1.01463573326247,0,0.64661138490188,0,0,0,0,0,0,0,0,0,0,0
2023-04-25,"Lewis",0,0,0,0,0,0,0,0,0,0.29443785457909,0,0,0,0.68731240600517,0,0,0,0.62655322761061,0,0.16358595725985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-18,"Mosqueda",0,0,0,0,0,0,0,0,0,0,0,0.62057761164975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53038629308415,0,0,0,0,0
2023-04-18,"Nelson",0,0,0,0,0,0,0,0,0,0,0.18857601782436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10993080723201,0,0
2023-04-18,"Morales",0,0,0,0,0,0,0,0,1.74585711291157,0,0,0.15622631847986,0,0.37830566531811,0,0.39432769585327,0,0,0,0,0,0,0,0.17492514290298,0.65413011959741,0.5213867909005,1.04137012029111,0,0,0,0.19917346847303,0,0,0,0
2023-04-18,"Herbold",0,0,0,0,0,0,0,0,0,0.00511399794962997,0,0,0,0,0,0.69741365458632,0,0,0.69870536317978,0.10892825741464,0.68117437562128,0,0,0,0,0,0.00354389158827995,0,0,0,0,0,0,0,0
2023-04-17,"Lewis",0,0,0,0,0,0,0,0,0,0.44186480317915,0,0,0,0,0,0.89258372692065,0,0,0.70501215490023,0.33624182888392,1.03343848997978,0.67684351791115,0,0,0.87206606596833,0.0249571339987,0.79390527377578,0,0,0,0,0,0,0,0
2023-04-05,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63237875693138,0.57726516726144,1.25753411269417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-28,"Mosqueda",0,0.0594212574316,1.10886544236327,0.1590949205844,0,0,0,0,0,0,0.2925662284113,0,0,0.39883055140065,0,0.86568820455088,0,0,0,0,0,0,1.19364080086506,0,1.21291272109678,0.33758613770974,1.44927530268935,0,0.61239246514463,0,0.30408717545938,1.38367866715769,0.30895958444088,0,0
2023-03-17,"Herbold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-16,"Morales",0,1.32807006940412,1.78812110972201,0.10466303965894,0,0,0.0262623180485699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34165649468169,0,0,0,0,0,0,0
2023-03-15,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47700543525466,0.52693572657543,1.00595427025135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10,"Strauss",0,0,0.0277594647235899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40884898522546,0,0,0,0,0,0,0
2023-03-08,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-02,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75498133007128,0.54506431610664,0.98384524342319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-24,"Herbold",0,0,0,0,0,0,0,0,0,1.44732549259605,0,0,0,0,0,0.22511280050234,0,0,1.410269948987,0.87782916585892,1.62284021868055,1.65551522943011,0,1.33052055910347,0,0,0.27200491714316,0,0,0,0,0,0,0,0
2023-02-23,"Morales",0,1.88781058008086,0.53168663627092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69607678788453,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-22,"Mosqueda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17328494357882,0,0.81351437813132,0,0,0,0,0,0,0,0,0,0,0.33147279147887,0.15450456254633,0,0,0,0,0.10084105902612
2023-02-21,"Morales",0.0212709894187699,0,0,0,0,0,0,0,0,0,0,0.87949562644989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-17,"Sawant",0,0,0,0,0,0,0,0,0,0,0,0,0,0.06645564670243,0,0.32050184757488,0,0,0.86001938027673,0.74278362632768,1.29204336793214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
